pubdate,mid,title,view,aid
2020年08月01日,10330740,特朗普称可能会禁TikTok，美媒：微软正商谈收购,651320,499015539
2020年08月02日,10330740,“抛弃奴役我们的口罩！”德国柏林1.7万人上街抗议疫情封锁,701835,499050630
2020年08月05日,10330740,吉米肥伦的“懂王模仿秀”又来了！,440228,499066225
2020年07月28日,10330740,特朗普回应国安顾问确诊新冠：最近没见过他,168807,499083220
2020年08月02日,10330740,沈逸：抖音的选择，特朗普赌的就是你“不抵抗”,3432720,499104143
2020年07月31日,10330740,沈逸：美领馆跑路，中国“精英”哀伤，美国网络舆论战的套路你get到了吗？,960949,499112209
2020年07月01日,10330740,骁话一下：为什么美国没有华裔？,3199086,541134115
2020年07月05日,10330740,梁建章：人才聚集对创新力有非常巨大的作用,226221,541243033
2020年07月09日,10330740,猫咪：我也是来听讲经说法的，就是有点口干...,779792,541266862
2020年07月06日,10330740,英国酒吧恢复营业首日“盛况”：成千上万民众不戴口罩尽情狂欢,276667,541283195
2020年07月09日,10330740,记者追问如何确定秋季开学是安全的 特朗普直接无视,299791,541332136
2020年07月09日,10330740,CNN记者介绍北京防疫措施，连线的同事一脸不可思议,1139461,541352269
2020年07月11日,10330740,特朗普：民主党是社会主义政党 拜登就是激进左翼的傀儡,399192,541374644
2020年07月20日,10330740,美国流传“口罩藏5G天线且致癌”谣言后，英国也爆发“反口罩”抗议,645995,541450741
2020年07月20日,10330740,【逸语道破12】 克林顿‘人道主义’干涉行动快，不如美国记者跑得快,653629,541466061
2020年07月25日,10330740,特朗普称喜欢推特过了头：发好推文老是会后悔,380153,541470535
2020年07月23日,10330740,特朗普宣称可能关闭更多中国驻美外交机构,1018020,541486782
2020年07月25日,10330740,上次掐特朗普声音，FOX这次把白宫发布会画面切了,518060,541489686
2020年07月24日,10330740,CNN主持人做特朗普同款测试现场翻车 Fox乐了,673888,541493572
2020年07月27日,10330740,美示威者在国安部长家门口抗议：我们不怕大灰狼！,346446,541526502
2020年08月01日,10330740,口罩不戴问题倒不少 美议员疯狂追问把福奇都整笑了,570548,541559268
2020年07月31日,10330740,这个我慧：3年半，特朗普对华遏制政策“路线图”,318453,541565761
2020年08月01日,10330740,福奇：中国对美国疫苗研发没有威胁,416195,541589134
2020年07月31日,10330740,【懂点儿啥】李登辉，没有你，对我很重要,1900870,541617208
2020年08月01日,10330740,福奇被问到近乎崩溃……一度不敢相信自己的耳朵,1590871,541623793
2020年07月01日,10330740,“这不能做那也不能做！”美参议员要福奇多传递乐观精神,478425,583664077
2020年07月01日,10330740,港区国安法正式生效后，港警首次举起紫色旗,1075000,583698708
2020年07月02日,10330740,英美污蔑港区国安法 台湾嘉宾一语道破：双重标准！,629997,583707825
2020年07月03日,10330740,婚礼后新郎死亡再办葬礼，印度超级传播案致百余人感染新冠,561884,583743971
2020年07月06日,10330740,台军快艇倾覆意外2死1伤，事发地点水深…1.5米,1049691,583756845
2020年07月07日,10330740,贵州公交坠湖瞬间曝光：猛然转向 冲撞护栏,634973,583795185
2020年07月16日,10330740,打一巴掌再给个枣吃？特朗普：我和福奇关系很好,200669,583837811
2020年07月17日,10330740,不满孩子上学需戴口罩，犹他州的家长们逼停秋季入学听证会,449396,583890938
2020年07月27日,10330740,"""多亏你们!"" 韩国大邱市长向医护人员行下跪大礼",447666,583894246
2020年07月25日,10330740,特朗普：当我选上总统的时候，我崩溃了,742443,583895140
2020年07月22日,10330740,突发！美国悍然要求中国72小时内关闭驻休斯敦总领馆,854280,583909301
2020年07月17日,10330740,这个我慧：和陈薇组团研发新冠疫苗，这家中企能否C位出道？,496197,583925780
2020年07月20日,10330740,侃爷首场竞选集会现场崩溃大哭：我差点杀了我女儿！,618954,583930569
2020年07月23日,10330740,蓬佩奥和北欧官员握手被“嫌弃”2次,510699,583942243
2020年07月23日,10330740,美方强行关闭中领馆后，美情报机关官员都懵了,2822743,583972918
2020年07月24日,10330740,反击！中国关闭美国驻成都总领事馆,1339121,583979232
2020年07月23日,10330740,特朗普对儿子秋季开学感到满意，还称“许多人说小孩不容易传播病毒”,177009,583987365
2020年07月31日,10330740,王炳忠讲台12：李登辉终于死了，两岸统一会加速么？,482602,584055513
2020年07月28日,10330740,被特朗普转推质疑，福奇无奈：我绝对没有误导美国大众,462765,584065866
2020年07月29日,10330740,特朗普“酸了”：福奇有很高的支持率 但没人喜欢我,1342084,584086328
2020年08月03日,10330740,英国抗议者抵制戴口罩：口罩就是嘴套！,280555,584098352
2020年07月29日,10330740,Kris：自信点，搞冷战的人真就一小撮,351098,584100650
2020年07月04日,10330740,西班牙议员线上会议意外直播自己洗澡 被围观后辞职,719285,626192475
2020年07月03日,10330740,王炳忠讲台09：“九二共识”的历史使命完结了吗？,261642,626209560
2020年07月15日,10330740,特朗普：学校必须开学，家长因为看孩子压力大正在死去,454843,626253293
2020年07月14日,10330740,“数学鬼才”特朗普：如果检测少一半，病例也会少一半,304112,626256949
2020年07月06日,10330740,【懂点儿啥】苟晶的谎言，凭什么不能质疑？,2456894,626267882
2020年07月10日,10330740,纽约市长将禁止所有大型集会，但“黑人的命也是命”抗议除外,274099,626280252
2020年07月15日,10330740,英国议员视频会议被猫尾巴打断 “你快把尾巴放下来”,1175614,626288393
2020年07月12日,10330740,特朗普批福奇“犯了很多错误”，福奇：我两个月没向他汇报了,832856,626322200
2020年07月06日,10330740,美国黑熊跨越4个州找伴侣 网友密切跟踪为其加油打气,552447,626339339
2020年07月15日,10330740,神逻辑！被问为何黑人频频死于警察之手 特朗普反驳：明明白人死得更多,653261,626359250
2020年07月15日,10330740,当白宫和专家疫情信息矛盾时该信谁？ 福奇：信我,473684,626369294
2020年07月23日,10330740,震撼！美国网友拍到自由女神像被闪电击中,694775,626413131
2020年07月23日,10330740,莫迪喊特朗普“撒钱”：现在正是投资印度的最佳时机,833590,626416298
2020年07月22日,10330740,末日既视感！美国亚利桑那州惊现黑色泥石流,1121495,626445295
2020年07月22日,10330740,施佬胡诌：“天问一号”即将出发！人类为何如此执着探索火星？,472165,626446264
2020年07月21日,10330740,国王的棉袄|西班牙国王在女儿提醒下戴上口罩,593485,626448670
2020年07月20日,10330740,美国一州长：我们的全国性检测是彻头彻尾的耻辱,443372,626468357
2020年07月27日,10330740,美墨边境墙被飓风汉娜吹倒？ 网友“真相”了,557557,626488426
2020年07月29日,10330740,美国众议院领袖警告共和党议员戴口罩，结果自己…,168762,626528342
2020年08月04日,10330740,美国教师：我当年投特朗普 简直给自己判了死刑,504371,626529067
2020年08月04日,10330740,新之说：和席亚洲对侃国产军旅片，军营爱情桥段如何才能不尴尬,311673,626540127
2020年07月02日,10330740,隔着屏幕都能感受到主人的绝望……,2010658,668650019
2020年07月02日,10330740,这个我慧：港区国安法落地，陈方安生们狂飙演技！,768548,668656214
2020年07月04日,10330740,拜登：我是乔·拜登的丈夫——乔·拜登,523412,668656516
2020年07月07日,10330740,【懂点儿啥】澳大利亚窃听中国，为什么比美英更努力？,2224946,668770074
2020年07月16日,10330740,礼貌中透着诡异…俄罗斯市政中心迎来女机器人职员,596583,668787379
2020年07月08日,10330740,大型双标打脸现场：美高官一边重复“中国病毒”，一边自称不是种族主义,534228,668798208
2020年07月09日,10330740,打架别伤着孩子！,560394,668812398
2020年07月06日,10330740,全副武装！黑人抗议者列队游行 呼吁拆除“南部同盟纪念雕像”,1113695,668831707
2020年07月16日,10330740,“马克龙，辞职！”法国国庆阅兵后 马克龙遭遇“黄背心”抗议者,667488,668836344
2020年07月17日,10330740,施佬胡诌：美国不要面子吗？那就看修船还是造船？,386825,668868476
2020年07月24日,10330740,美驻成都总领馆前，有民众燃放鞭炮,2829150,668878701
2020年07月22日,10330740,狗狗不说话，但它们都懂,724539,668880183
2020年07月26日,10330740,美国一州刚实施口罩令，这对夫妇竟戴纳粹口罩进超市,812136,668901767
2020年07月17日,10330740,CNN主播痛骂特朗普：这时候你在忙卖豆子，是开玩笑吗？！,824043,668961058
2020年07月19日,10330740,【懂点儿啥】英国“封杀”华为 难道要几年后直接买6G吗？,1530635,668995956
2020年07月30日,10330740,尴尬症要犯了…科技巨头们在听证会上遭遇了哪些“灵魂发问”？,623566,669020564
2020年08月03日,10330740,#巴基斯坦电视台疑遭黑客攻击#，屏幕中央现印度国旗,460135,669047922
2020年08月04日,10330740,特朗普：收购TikTok应该给美国财务部“回扣”，是我们让交易成为可能,534739,669053957
2020年07月28日,10330740,澳女议员穿垃圾袋回击着装批评,557349,669058028
2020年07月29日,10330740,欧洲拿我们当对手，但我们真心盼它发展得更好,155192,669067155
2020年07月30日,10330740,回国机票12万，日料店抢用国产鱼，聊聊“抗疫常态化”中这些事儿,483609,669077234
2020年07月02日,10330740,画风突变！“黑人的命也是命”示威者开始抗议以色列,746294,711240218
2020年07月14日,10330740,佛州州长疫情发布会遭打断 抗议者：你什么也没有做，真可耻！,355878,711265660
2020年07月10日,10330740,逻辑感人！大学不开学就不给留学生发签证 白宫：只上网课，要签证干嘛？,541459,711294160
2020年07月12日,10330740,【懂点儿啥】“正直勤勉”的首尔市长朴元淳，为何要自杀？,2427207,711300052
2020年07月13日,10330740,澳大利亚卫生部长示范戴口罩 尴尬了…,520419,711300084
2020年07月15日,10330740,迷惑…彭斯再度要求学校复课：别拿CDC指导意见当借口,276059,711300132
2020年07月16日,10330740,频遭白宫抹黑 福奇忍不住了：扯皮没意义，赶紧抗疫吧,599031,711317582
2020年07月07日,10330740,BBC节目片段被喷是贬低白人女性的“种族主义垃圾”,400659,711358984
2020年07月07日,10330740,新之说：李小龙的“好莱坞往事”，可能和你想的不一样,420432,711367886
2020年07月26日,10330740,路易斯维尔抗议现场，黑人团体和极右翼团体持枪对峙,508103,711377057
2020年07月23日,10330740,特朗普：我为黑人做的比任何人都多 可能就比林肯差点儿吧,635773,711432295
2020年07月21日,10330740,新之说：三浦春马之死背后，相比中国明星日本艺人有多难？,473920,711473543
2020年07月23日,10330740,CNN打脸特朗普口中“超难的测试” 还狠狠“补了一刀”,731045,711493639
2020年08月02日,10330740,TikTok：我们没打算离开,809937,711517270
2020年08月05日,10330740,这个我慧：从华为到TikTok，这个狙击中资的美国机构啥来头？,320691,711525086
2020年07月28日,10330740,特朗普第二次公开戴口罩，还苦口婆心劝起了美国民众,354299,711528063
2020年08月05日,10330740,爆炸后的贝鲁特宛如世界末日，市长称堪比广岛长崎核爆,698559,711563692
2020年07月29日,10330740,特朗普侄女：会尽我所能确保拜登当选,421338,711590877
2020年07月30日,10330740,为连任大打“能源牌” 特朗普：美国是世界第一能源大国,367730,711592211
2020年07月29日,10330740,骁话一下：江苏状元会落榜清北？高考的问题不在分数,3806317,711608708
2020年07月02日,10330740,白人男子清理路障遭香港示威者威胁，没想到港警赶到后……,741725,753655112
2020年07月16日,10330740,专业！乌克兰女主持直播时门牙脱落，淡定拿走继续工作,501512,753750672
2020年07月15日,10330740,特朗普承认亲自劝盟国禁用华为,422369,753787677
2020年07月15日,10330740,骁话一下：高考生破千万，大学生太多了吗？,2871580,753789143
2020年07月10日,10330740,特朗普首次承诺戴口罩  但强调得是“特定的情况”,323618,753791486
2020年07月06日,10330740,【逸语道破10】扒开美国人道主义干涉的外衣，里面藏着多少小秘密？,666669,753796185
2020年07月21日,10330740,佩洛西：特朗普会离开白宫，赖着不走也没用,379012,753879991
2020年07月22日,10330740,彭斯：如果我的孩子还在上学，我会毫不犹豫送他们返校,367822,753941895
2020年07月21日,10330740,特朗普批芝加哥比阿富汗还糟：拜登当选的话全美国都得下地狱,347856,753963627
2020年07月29日,10330740,转发抗疫谣言遭CNN记者当面戳穿 特朗普扭头就走,530544,754026496
2020年07月31日,10330740,美国前共和党总统竞选人感染新冠去世：曾未戴口罩参加特朗普竞选集会,272194,754051725
2020年08月04日,10330740,罗思义：我们反对冷战不是亲华，而是因为美国反人类,285292,754102949
2020年07月28日,10330740,英国政府发布“减肥计划” 约翰逊：我以前太胖 已经减了超12斤,300778,754118885
2020年07月15日,10330740,像极了出门忘戴口罩的你…,909870,796264056
2020年07月08日,10330740,一台好戏：台湾和索马里兰啥关系？我顺藤摸出了一个大瓜,512859,796274645
2020年07月16日,10330740,美主持人迷惑发言：要适应疫情，就像移民探险者为了生存而吃人,331822,796281182
2020年07月10日,10330740,土耳其法院裁定将圣索菲亚大教堂改成清真寺,585716,796303150
2020年07月13日,10330740,美医务总监遭灵魂拷问：之前呼吁不要戴口罩，现在后悔吗？,570504,796318879
2020年07月10日,10330740,美国警察逮捕女子时疑似两次袭胸 当地警局辩护：行为符合规范,920572,796322106
2020年07月08日,10330740,公开反对福奇 特朗普：美国疫情控制得非常好,360018,796326173
2020年07月16日,10330740,特朗普聊天技巧之“没人比我更懂跑题”,226639,796336256
2020年07月06日,10330740,新冠病毒阴谋论？纯属胡说八道,167291,796336705
2020年07月15日,10330740,巴西总统隔离无聊喂鸟被咬伤，网友：鸟没事吧？,462786,796345434
2020年07月13日,10330740,【逸语道破11】：美国封神之战海湾战争，暴力干涉怎样包装成人道拯救？,844476,796353417
2020年07月17日,10330740,乔治亚州州长起诉亚特兰大市长，称强制戴口罩违反该州紧急命令,150765,796401518
2020年07月23日,10330740,行贿被骗后追索无果，印度女官员记者会上服毒自杀,499316,796405180
2020年07月20日,10330740,特朗普认为福奇危言耸听 声称自己“比谁都正确,185282,796429093
2020年07月25日,10330740,福奇称自己和家人遭到严重威胁：这还是美利坚合众国吗？,794779,796431713
2020年07月18日,10330740,难得认真一次 → 认真你就输了,445640,796475525
2020年07月24日,10330740,这个我慧：都23年了，英国凭啥还能给香港派法官？,573886,796479354
2020年07月27日,10330740,佩洛西给特朗普起绰号：“让事情更糟”先生,297698,796490797
2020年07月22日,10330740,特朗普终于不嘴硬：要变糟了，赶紧戴口罩,223035,796499683
2020年08月05日,10330740,特朗普发布魔幻宣传视频：我在时间尽头等你,568427,796504751
2020年08月05日,10330740,纽约民众抬假棺材假尸袋上街抗议 要求安全开学,364487,796559167
2020年07月04日,10330740,以理扶人：《隐秘的角落》细思极恐，小孩的恶你想象不到,630342,838698340
2020年07月01日,10330740,“废除亚马逊” 抗议者在贝佐斯豪宅前竖起断头台,505510,838701152
2020年07月01日,10330740,福奇：美国正在朝错误的方向前进，未来日增10万我也不惊讶,657611,838722690
2020年07月02日,10330740,佛州一警长警告：敢来闹事 我会召集所有合法持枪者来应对,683703,838729647
2020年07月08日,10330740,驻港国安公署在香港揭牌 大楼外国徽高挂五星红旗冉冉升起,219410,838781459
2020年07月13日,10330740,赵启正：曾有美国记者问“什么时候两国关系算变好”，我这样回答,347938,838800905
2020年07月16日,10330740,"""特朗普让美国失败""的视频，登上了推特热搜榜一",2295778,838810161
2020年07月13日,10330740,白宫官员好直白：福奇只把疫情当公共卫生问题 非常狭隘,653986,838837506
2020年07月14日,10330740,台湾政论节目盯上三峡大坝 前媒体人爆料：演得好的领4000台币,1442170,838843252
2020年07月07日,10330740,纽约1天30起枪击案 男子牵6岁女儿过马路遭当街射杀,1105161,838873544
2020年07月21日,10330740,坚持开学 美国一州长竟称：孩子会感染新冠，但能挺过去,284486,838885705
2020年07月17日,10330740,特朗普抱怨淋浴喷头不出水：我的头发一定要完美的啊,515705,838885812
2020年07月22日,10330740,张维为接受BBC采访：香港、新疆、中西方制度都谈了,349490,838925155
2020年07月22日,10330740,翻车…白宫发言人称特朗普一天测好几次新冠，遭本人否认,501931,838962757
2020年07月20日,10330740,特朗普：拜登可扛不住华莱士这样的采访 会哭着喊妈妈,493377,838968336
2020年07月26日,10330740,壮观！美国波特兰抗议者点亮手机闪光灯 齐声高喊抗议口号,774983,838993371
2020年07月31日,10330740,施佬胡诌：歼-15首秀夜间伙伴加油，远程打击不再是技术难题,327434,839026197
2020年08月01日,10330740,以理扶人：“化粪池警告”？烂梗大师们做个人吧！,541731,839034214
2020年08月03日,10330740,大咖说：美国又双叒叕在南海兴风作浪，有什么新把戏吗？,126559,839077212
2020年07月03日,10330740,郁慕明解读港区国安法：惩治少数人保障大多数人,238368,841154099
2020年07月01日,10330740,共和党大佬都看不下去了：建议总统时不时戴戴口罩吧,196518,841212851
2020年07月14日,10330740,福奇：美国疫情初期未完全关闭，导致如今新病例激增,251440,841290966
2020年07月07日,10330740,8岁非裔女孩遭示威者枪杀 父亲：你们高喊“黑人的命也是命” 却杀自己人,876763,841302016
2020年07月08日,10330740,巴西总统宣布感染新冠，当记者面把口罩摘了,579086,841311718
2020年07月10日,10330740,新增病例一路飙升 特朗普：小孩免疫力强，可以开学！,645447,841357707
2020年07月21日,10330740,飞来横祸！印度猴子推倒墙砸死一家5口,1089842,841401792
2020年07月19日,10330740,被问及黑人民权领袖去世 佛州州长这时候想起专注疫情了？,311680,841422733
2020年07月22日,10330740,乌克兰绑匪提出的奇怪要求，总统竟然照做了...,1041396,841448565
2020年07月23日,10330740,拒绝新冷战——罗思义邀你一起来参会,167124,841466966
2020年07月26日,10330740,王炳忠讲台11：美国要制裁香港？好啊，这样就不用做“谍都”了,322554,841467480
2020年07月24日,10330740,特朗普称福克斯医学专家是他的指引者，CNN：马屁精还差不多,233013,841485383
2020年07月25日,10330740,以理扶人：一日作诗2000首？“人造神童”气醒乾隆,530035,841487420
2020年07月30日,10330740,拒绝冷战！我们黑人左派不跟美国统治者一条心,341954,841541155
2020年08月05日,10330740,沈逸：TikTok事件背后，我们来品品“懂王”的剧本,890310,841546509
2020年08月04日,10330740,纳瓦罗：现在医生的观点一文不值,292136,841563821
2020年07月28日,10330740,杜特尔特：我请求中国，研发出疫苗后让菲律宾首批使用,1133627,841584696
2020年08月03日,10330740,“不认为特朗普会和平地离开白宫”,372313,841590765
2020年07月31日,10330740,特朗普与福奇时隔数月首度同框 互动少得可怜…,244561,841611041
2020年07月03日,10330740,拜登发美国疫情发展视频 配特朗普名言：我们一直是赢家！,480147,883674977
2020年07月03日,10330740,白人女子枪指黑人母女引来网络声讨 但事情似乎并没有那么简单,1927508,883685391
2020年07月02日,10330740,憨憨企鹅踩到坑...,2199092,883721582
2020年07月16日,10330740,好温馨！2岁宝宝半夜偷偷下床与狗狗一起睡...,1110306,883778722
2020年07月11日,10330740,一根香蕉吃出了饕餮盛宴的感觉,563343,883799202
2020年07月09日,10330740,迷惑行为…美国女子自称医生却拒绝戴口罩 还怒喷：你懂科学吗？,700202,883843068
2020年07月07日,10330740,只要234元，印度医院售卖虚假新冠检测报告,449068,883862636
2020年07月11日,10330740,新之说：跳出“好莱坞情结”，中国的好故事才刚刚开始,293846,883873131
2020年07月08日,10330740,巧了！马英九正当众批评蔡英文，结果说曹操曹操就到,956859,883874770
2020年07月21日,10330740,连说数个“别犯傻了” 纽约州长敬告年轻人别再开派对聚集了,242044,883887352
2020年07月18日,10330740,抱歉，吃太快了...,2424209,883908916
2020年07月22日,10330740,喜欢的地方都没开！美国4岁女孩崩溃大哭,215802,883924517
2020年07月23日,10330740,口嫌体直？曾质疑大陆APP入台 “绿委”被抓现形,1114246,883945950
2020年07月18日,10330740,以理扶人：陈建斌上演油腻老少恋，国产剧为啥富人失智穷人失踪？,473783,883966501
2020年07月21日,10330740,“各位福克斯的观众，求你们戴上口罩吧！”,360479,883979247
2020年07月24日,10330740,为了让民众戴口罩 这位美国州长帮所有人想好了理由,448275,883991756
2020年07月21日,10330740,20年来最长欧盟峰会状况不断！多国领导人“情绪爆发” 马克龙怒拍桌,494339,883992680
2020年07月18日,10330740,侄女批特朗普害死数万美国人：他本来可以成为英雄的,477041,883999936
2020年07月28日,10330740,华莱士：拜登团队拒绝接受采访 我们以后每周问一次,343314,884015490
2020年08月04日,10330740,特朗普向支持者发邮件呼吁戴口罩 CNN主播：早干嘛去了,304708,884038529
2020年08月05日,10330740,特朗普重申要从TikTok交易中获抽成：没有我们，他们都不可能进美国,434772,884040017
2020年07月29日,10330740,美国21州标为疫情“红色区域” 特朗普：大部分地区都没有新冠病毒,358564,884053801
2020年07月29日,10330740,纽约女抗议者遭便衣警察“绑架”式逮捕 网友怒了,407653,884107971
2020年07月31日,10330740,集体跪地！NBA抗议种族歧视现场,740752,884123420
2020年07月05日,10330740,特朗普给美国庆生，“特朗普死亡时钟”开进首都华盛顿,583242,926129843
2020年07月02日,10330740,都七月了！ 特朗普还在碎碎念：病毒会自己消失的,616448,926148162
2020年07月01日,10330740,美国“国父”像被泼红漆，特朗普怒了：10年监禁，赶紧自首！,2482656,926211695
2020年07月10日,10330740,小朋友，你是不是有很多问号？,777759,926264437
2020年07月14日,10330740,真稀奇！被问确诊人数为何暴增 特朗普：因为奥巴马和拜登不让检测,1363545,926275048
2020年07月06日,10330740,美国西雅图两名抗议者高速路上被撞飞 1死1重伤,402600,926307508
2020年07月06日,10330740,博尔顿暗示：与白宫顾问相比 特朗普更愿意听电视里专家的,266194,926320275
2020年07月14日,10330740,戴口罩会减少体内氧气？英国医生用实际操作辟谣：别编故事了,608311,926361970
2020年07月26日,10330740,【懂点儿啥】割让海南，为了你好；维护大清，海关拿跑,1931908,926385376
2020年07月21日,10330740,连续6天新增确诊破万，佛州州长在记者会上又被骂了,320583,926392891
2020年07月22日,10330740,白宫疫情简报会重启 福奇缺席：没有邀请我,345138,926402136
2020年07月19日,10330740,一周三次，特朗普大厦前BLM标语又遭抗议者泼漆,567120,926420638
2020年07月18日,10330740,特朗普儿媳在孩子面前让狗咬佩洛西玩偶：她在我家可火了,906239,926427730
2020年07月23日,10330740,【懂点儿啥】列强侵华“有功”？这部纪录片为什么会下架,1507630,926447611
2020年07月20日,10330740,美国波特兰抗议出新招，妈妈们组成人墙声援抗议者,391585,926472403
2020年07月28日,10330740,被指像日本殖民统治者，美驻韩大使终于把胡子剃了,489629,926544208
2020年07月29日,10330740,刚刚连线03：为何中国让欧盟“担惊受怕”？,340908,926564765
2020年07月29日,10330740,车顶行李箱变出俩大活人，英国游客傻眼了,707588,926573457
2020年07月31日,10330740,每分钟就有1人死于新冠 美医生无奈感叹：除了病毒还得对抗愚蠢！,441713,926587359
2020年08月04日,10330740,白宫前医学顾问：特朗普视忠诚度第一 谁敢唱反调就雪藏谁,231454,926589086
2020年07月01日,10330740,中俄边境，两头熊打起来了,1441323,968639513
2020年07月01日,10330740,CNN记者：中国会比美国先研发出疫苗？福奇的回答让人点赞,1248708,968648735
2020年07月01日,10330740,活久见…CNN女记者直播节目中被抢劫,911564,968654679
2020年07月02日,10330740,特朗普：我全力支持戴口罩，我戴口罩的样子就像“独行侠”,578436,968689542
2020年07月02日,10330740,亚洲特快：美国都末日了，还政治正确？认真你就输了,923755,968720142
2020年07月05日,10330740,谁与争丰07：李登辉能被重用，到底有啥秘密后台,267962,968726530
2020年07月09日,10330740,这个我慧：西方国家“围剿”，香港扛得住吗？,478290,968753432
2020年07月14日,10330740,罕见！南非巨浪被强风吹成泡沫，海岸线主干道被淹,645043,968791889
2020年07月09日,10330740,塞尔维亚宵禁引发十年最大规模抗议，武契奇：有外国势力参与,714578,968809223
2020年07月09日,10330740,特朗普称美国新冠死亡率全球最低，福奇：别用低死亡率安慰自己,698982,968846573
2020年07月21日,10330740,没有最懒，只有更懒,504253,968903893
2020年07月17日,10330740,爱尔兰绿党党魁投票时睡着，突然被叫醒全场哄笑,603316,968906665
2020年07月17日,10330740,忍无可忍，福克斯把特朗普声音掐了,1324151,968941882
2020年07月24日,10330740,态度有所软化 特朗普：疫情重灾区要延迟数周开学,190613,968956209
2020年07月21日,10330740,美国想靠讲故事打败中国？,254962,968960819
2020年07月23日,10330740,白宫顾问在线“改写历史”：反咬各州过早复工,441763,968961664
2020年07月28日,10330740,新之说：《三十而已》里“包”治百病的爱马仕，治得了“阶级焦虑”吗？,351036,969034790
2020年07月28日,10330740,白宫经济顾问也戴口罩了，只是鼻子没遮住…,162911,969077689
2020年07月30日,10330740,英国一酒吧上百人狂欢几乎无人戴口罩 已有10人确诊,266724,969098364
2020年08月03日,10330740,佩洛西质疑白宫抗疫官员：特朗普散播虚假信息，他们一伙的,266870,969108237
2020年07月21日,10380815,羊   的   名   字,4213197,243992250
2020年07月10日,10380815,你 管 这 叫 喜 羊 羊？,1259248,541329982
2020年07月15日,10380815,誓死破灭bml的暗黑2233娘,221857,711296290
2020年07月09日,10874201,鬼：人类，时代变了！,3749887,243794248
2020年07月30日,10874201,丧尸：你是不是觉得你很幽默！,3000873,286602634
2020年07月23日,10874201,丧尸：相亲相爱一家人！,2812794,626461789
2020年07月02日,10874201,丧尸：这时代为啥一直变啊！,2837062,668746463
2020年07月16日,10874201,鬼：你跟我客气啥呢！,2352795,926271563
2020年07月03日,11097284,【阿康】不会真有人去鹤岗买房吧？不会吧不会吧？,1378077,796221712
2020年07月24日,11270116,【说点“梦”话】危害无数男女性的“听话水”罪恶产业链！,121218,286470823
2020年07月20日,11270116,【说点“梦”话】中国超一亿女性正在被捧杀！,1547208,286475490
2020年07月22日,11270116,【说点“梦”话】男生问题有哪些？很多男生是自认幽默的空想家！,221309,541397590
2020年07月11日,11270116,我不相信资本！我只相信警方调查！列举几个疑点，抛砖引玉一下子。,445978,668750601
2020年07月12日,11616487,我创造出了款人工智能？智能AI小吱测试你是否会孤独一生~,115762,286302607
2020年07月04日,11616487,【互动】糟糕！室友变成女孩子了，我要对他下手吗？,669410,541232187
2020年07月19日,11616487,我只是颗蘑菇,187774,668939883
2020年07月17日,11616487,我去抖音推荐的网红店吃拉肚子了！,335470,668987889
2020年07月15日,11616487,虚假的病娇女友……,2284186,711284328
2020年07月03日,13118294,还有这样反野的？！我笑了五分钟！,4873986,626249983
2020年07月06日,13118294,一碗2000元的泡面！值了,10866230,668785205
2020年07月31日,13118294,看到250连跪之后.........尬住了！,2000293,669083226
2020年07月21日,13118294,史上最猛的吸血：大人，时代又变了~,3588403,796387828
2020年07月13日,13118294,史上最多回血：医 学 奇 迹,3490923,838833785
2020年07月03日,13736113,10年了还没打完？带你一次看懂叙利亚内战的来龙去脉【有机社会Vol.15】,713164,456215978
2020年08月04日,13736113,解放战争国民党为何3年而败？或许蒋介石早已走上歧路【有机社会Vol.17】,413818,456537452
2020年07月23日,13736113,是恶魔还是伟人？带你走进斯大林波澜壮阔的一生【有机社会Vol.16】,939171,926469044
2020年07月24日,13925422,“大厂”们都是怎么用营销套路你的？,122687,498937018
2020年07月17日,13925422,【天降说】小学生做科研的背后，是研究生的“被剥削”,823421,583896765
2020年07月03日,13925422,【奇怪的传播学】南方系出错的背后映射着当代媒体的迷茫,320984,711138240
2020年08月03日,13925422,浙大选择开除，并不是一次完整的公关行动【天降说】,609653,711535666
2020年07月21日,13925422,“人均抑郁”的传播学逻辑 【奇怪的传播学】,343231,796431874
2020年07月23日,13925422,浙江大学如何应对“强奸犯”事件？【奇妙的舆论战】,5271258,796469721
2020年07月09日,13925422,【天降说】年轻人为什么如此反感“酒桌文化”？,853319,883821257
2020年07月03日,13972445,【无敌边路】3vN边路克制关系 学三个英雄对抗路无敌！,397559,286242605
2020年07月11日,14110780,妹子为了阻止男的跳楼当场告白！【阅片无数动漫篇01】,6635345,201258347
2020年07月15日,14110780,网恋女友竟是一起搬砖的工友！【阅片无数55】,4320046,201263198
2020年07月10日,14110780,凉风和女朋友斗智斗勇,2595460,243751472
2020年07月18日,14110780,主角穿越后当场成为别人新娘！【阅片无数动漫篇02】,5592818,286449407
2020年07月23日,14110780,人类早期击杀牛头人珍贵影像【阅片无数56】,4303864,541405407
2020年07月01日,14110780,秃             ——阅片无数年度总结,4718326,668679068
2020年07月08日,14110780,Woc！60年前的电影太能撩了！【阅片无数54】,5578670,711308455
2020年07月25日,14110780,男人也行的话不能选我吗？【阅片无数动漫篇03】,4337220,841379951
2020年07月29日,14110780,神预言！34年前的剧情现在竟然重演了【阅片无数57】,4576621,841596261
2020年08月05日,14110780,史上最没面子女鬼【阅片无数58】,2201044,969078230
